word,level,status,mastery,last_seen,scene
too,A1,new,0,,
tool,A2,new,0,,
tooth,A1,new,0,,
topic,A1,new,0,,
totally,B1,new,0,,
touch,A2,new,0,,
tough,B2,new,0,,
tour,A2,new,0,,
tourism,A2,new,0,,
tourist,A1,new,0,,
towards,A2,new,0,,
towel,A2,new,0,,
tower,A2,new,0,,
town,A1,new,0,,
track,A2,new,0,,
tradition,A2,new,0,,
traditional,A2,new,0,,
traffic,A1,new,0,,
train,A1,new,0,,
trainer,A2,new,0,,
training,A2,new,0,,
transform,B2,new,0,,
transition,B2,new,0,,
translate,B1,new,0,,
translation,B1,new,0,,
transport,A2,new,0,,
traveller,A2,new,0,,
treat,B1,new,0,,
treatment,B1,new,0,,
tree,A1,new,0,,
trend,B1,new,0,,
trial,B2,new,0,,
trip,A1,new,0,,
tropical,B2,new,0,,
trouble,A2,new,0,,
trousers,A1,new,0,,
truck,A2,new,0,,
true,A1,new,0,,
truly,B2,new,0,,
truth,B1,new,0,,
try,A1,new,0,,
t-shirt,A1,new,0,,
tube,B1,new,0,,
tuesday,A1,new,0,,
tune,B2,new,0,,
tunnel,B2,new,0,,
tv,A1,new,0,,
twelve number,A1,new,0,,
twenty number,A1,new,0,,
twice,A1,new,0,,
two number,A1,new,0,,
type,A1,new,0,,
typical,A2,new,0,,
typically,B1,new,0,,
tyre,B1,new,0,,
ugly,B1,new,0,,
ultimately,B2,new,0,,
umbrella,A1,new,0,,
unable,B1,new,0,,
uncle,A1,new,0,,
uncomfortable,B1,new,0,,
unconscious,B2,new,0,,
understand,A1,new,0,,
understanding,A2,new,0,,
underwear,B1,new,0,,
unemployed,B1,new,0,,
unemployment,B1,new,0,,
unexpected,B2,new,0,,
unfair,B1,new,0,,
unfortunately,A2,new,0,,
unhappy,A2,new,0,,
uniform,A2,new,0,,
union,B1,new,0,,
unique,B2,new,0,,
unit,A2,new,0,,
united,A2,new,0,,
universe,B2,new,0,,
university,A1,new,0,,
unknown,B2,new,0,,
unless,B1,new,0,,
unlike,B1,new,0,,
unlikely,B1,new,0,,
unnecessary,B1,new,0,,
unpleasant,B1,new,0,,
unusual,A2,new,0,,
upon,B1,new,0,,
upper,B2,new,0,,
upstairs,A1,new,0,,
upwards,B2,new,0,,
urban,B2,new,0,,
urge,B2,new,0,,
us,A1,new,0,,
use,A1,new,0,,
useful,A1,new,0,,
user,A2,new,0,,
usual,A2,new,0,,
usually,A1,new,0,,
vacation,A1,new,0,,
valley,A2,new,0,,
valuable,B1,new,0,,
value,B1,new,0,,
van,A2,new,0,,
variety,A2,new,0,,
various,B1,new,0,,
vary,B2,new,0,,
vast,B2,new,0,,
vegetable,A1,new,0,,
vehicle,A2,new,0,,
venue,B2,new,0,,
version,B1,new,0,,
very,A1,new,0,,
via,B2,new,0,,
victim,B1,new,0,,
victory,B2,new,0,,
video,A1,new,0,,
view,A2,new,0,,
viewer,B1,new,0,,
village,A1,new,0,,
violence,B2,new,0,,
violent,B1,new,0,,
virtual,B2,new,0,,
virus,A2,new,0,,
vision,B2,new,0,,
visitor,A1,new,0,,
visual,B2,new,0,,
vital,B2,new,0,,
vitamin,B2,new,0,,
voice,A2,new,0,,
volume,B2,new,0,,
wage,B2,new,0,,
wait,A1,new,0,,
waiter,A1,new,0,,
wake,A1,new,0,,
wall,A1,new,0,,
want,A1,new,0,,
war,A2,new,0,,
warm,A1,new,0,,
warn,B1,new,0,,
warning,B1,new,0,,
wash,A1,new,0,,
washing,A2,new,0,,
water,A1,new,0,,
wave,A2,new,0,,
way,A1,new,0,,
we,A1,new,0,,
weak,A2,new,0,,
weakness,B2,new,0,,
wealth,B2,new,0,,
wealthy,B2,new,0,,
weapon,B1,new,0,,
wear,A1,new,0,,
weather,A1,new,0,,
web,A2,new,0,,
website,A1,new,0,,
wedding,A2,new,0,,
wednesday,A1,new,0,,
week,A1,new,0,,
weekend,A1,new,0,,
weigh,B1,new,0,,
weight,A2,new,0,,
western,B1,new,0,,
wet,A2,new,0,,
wheel,A2,new,0,,
whenever,B1,new,0,,
whereas,B2,new,0,,
wherever,B2,new,0,,
whether,B1,new,0,,
while,A2,new,0,,
who,A1,new,0,,
whole,A2,new,0,,
whom,B2,new,0,,
why,A1,new,0,,
wide,A2,new,0,,
widely,B2,new,0,,
wife,A1,new,0,,
wild,A2,new,0,,
wildlife,B2,new,0,,
will modal,A1,new,0,,
willing,B2,new,0,,
win,A1,new,0,,
window,A1,new,0,,
wine,A1,new,0,,
wing,B1,new,0,,
winner,A2,new,0,,
winter,A1,new,0,,
wire,B2,new,0,,
wise,B2,new,0,,
with,A1,new,0,,
within,B1,new,0,,
without,A1,new,0,,
woman,A1,new,0,,
wonderful,A1,new,0,,
wood,A2,new,0,,
wooden,A2,new,0,,
wool,B1,new,0,,
word,A1,new,0,,
worker,A1,new,0,,
working,A2,new,0,,
world,A1,new,0,,
worried,A2,new,0,,
worry,A2,new,0,,
worse,A2,new,0,,
worst,A2,new,0,,
worth,B1,new,0,,
would modal,A1,new,0,,
wow,A2,new,0,,
wrap,B2,new,0,,
write,A1,new,0,,
writer,A1,new,0,,
writing,A1,new,0,,
written,B1,new,0,,
wrong,A1,new,0,,
yard,B1,new,0,,
yeah,A1,new,0,,
year,A1,new,0,,
yes,A1,new,0,,
yet,A2,new,0,,
you,A1,new,0,,
young,A1,new,0,,
your,A1,new,0,,
yours,A2,new,0,,
yourself,A1,new,0,,
youth,B1,new,0,,
zero number,A2,new,0,,
zone,B2,new,0,,
